UserID,R,S,R_l
U71628,N33619 N50675 N47578,N33619,"['N33619', 'N50675', 'N47578']"
U89477,N56214 N4642 N51048,N4642,"['N56214', 'N4642', 'N51048']"
U57214,N35729 N62729,N62729,"['N35729', 'N62729']"
U39310,N21707 N52622 N55204,N55204,"['N21707', 'N52622', 'N55204']"
U89194,N62360 N58363 N40839 N27560 N32182,N27560,"['N62360', 'N58363', 'N40839', 'N27560', 'N32182']"
U17673,N52867 N56211 N48487 N61740 N61233,N61740,"['N52867', 'N56211', 'N48487', 'N61740', 'N61233']"
U18132,N1480 N41881,N41881,"['N1480', 'N41881']"
U77302,N55689 N42961 N27581 N35729,N35729,"['N55689', 'N42961', 'N27581', 'N35729']"
U18956,N39774 N47748 N61032 N4642,N47748,"['N39774', 'N47748', 'N61032', 'N4642']"
U85199,N51048 N1940,N51048,"['N51048', 'N1940']"
U60197,N61022 N49279,N49279,"['N61022', 'N49279']"
U74214,N48064 N13094 N42457 N56214,N56214,"['N48064', 'N13094', 'N42457', 'N56214']"
U89284,N20678 N261,N20678,"['N20678', 'N261']"
U30919,N49685 N33632,N49685,"['N49685', 'N33632']"
U4338,N7319 N50675 N49180 N33619,N33619,"['N7319', 'N50675', 'N49180', 'N33619']"
U69167,N27845 N41881,N41881,"['N27845', 'N41881']"
U7343,N59267 N19661 N1228 N51253 N57032,N19661,"['N59267', 'N19661', 'N1228', 'N51253', 'N57032']"
U30260,N52622 N17103,N52622,"['N52622', 'N17103']"
U17112,N26025 N287 N39010 N51048,N39010,"['N26025', 'N287', 'N39010', 'N51048']"
U81906,N61022 N57097,N57097,"['N61022', 'N57097']"
U49576,N6578 N50872,N50872,"['N6578', 'N50872']"
U77876,N26331 N55204,N26331,"['N26331', 'N55204']"
U64160,N6693 N27581 N55689,N55689,"['N6693', 'N27581', 'N55689']"
U17137,N61022 N49279,N49279,"['N61022', 'N49279']"
U15822,N30188 N25546 N48647 N39471,N48647,"['N30188', 'N25546', 'N48647', 'N39471']"
U12229,N58363 N63970,N63970,"['N58363', 'N63970']"
U36728,N39010 N287,N287,"['N39010', 'N287']"
U80369,N52122 N7319,N52122,"['N52122', 'N7319']"
U86406,N287 N39010 N51048 N26025,N287,"['N287', 'N39010', 'N51048', 'N26025']"
U64432,N33828 N61233,N61233,"['N33828', 'N61233']"
U89395,N44651 N49279 N61022,N49279,"['N44651', 'N49279', 'N61022']"
U22037,N8509 N4642 N56214 N21128,N4642,"['N8509', 'N4642', 'N56214', 'N21128']"
U47105,N35729 N49685,N35729,"['N35729', 'N49685']"
U28932,N51398 N27845 N41881,N41881,"['N51398', 'N27845', 'N41881']"
U71505,N55204 N54489 N21479,N54489,"['N55204', 'N54489', 'N21479']"
U72585,N56214 N4642,N4642,"['N56214', 'N4642']"
U42877,N20603 N50872,N20603,"['N20603', 'N50872']"
U85268,N41881 N47020 N51398,N41881,"['N41881', 'N47020', 'N51398']"
U11595,N8191 N46029 N46526 N23414 N54489,N54489,"['N8191', 'N46029', 'N46526', 'N23414', 'N54489']"
U87670,N64851 N40839 N12493 N63970,N12493,"['N64851', 'N40839', 'N12493', 'N63970']"
U72459,N61768 N61022 N57097 N64916,N61022,"['N61768', 'N61022', 'N57097', 'N64916']"
U90335,N3161 N24759,N3161,"['N3161', 'N24759']"
U68482,N57090 N27581 N47035 N35729,N27581,"['N57090', 'N27581', 'N47035', 'N35729']"
U41981,N53886 N47061,N53886,"['N53886', 'N47061']"
U41285,N20069 N63970,N63970,"['N20069', 'N63970']"
U9462,N55488 N8595 N21128 N23446 N38779,N8595,"['N55488', 'N8595', 'N21128', 'N23446', 'N38779']"
U66641,N41224 N49685 N36681,N49685,"['N41224', 'N49685', 'N36681']"
U6784,N63970 N24111,N63970,"['N63970', 'N24111']"
U25676,N21882 N61022,N61022,"['N21882', 'N61022']"
U23638,N55689 N53585,N53585,"['N55689', 'N53585']"
U28837,N41224 N49685 N36681 N50060,N49685,"['N41224', 'N49685', 'N36681', 'N50060']"
U74852,N35729 N27581 N42961,N27581,"['N35729', 'N27581', 'N42961']"
U89408,N57097 N61022 N64916 N1034,N57097,"['N57097', 'N61022', 'N64916', 'N1034']"
U2283,N24272 N41178,N41178,"['N24272', 'N41178']"
U66893,N45266 N47061,N47061,"['N45266', 'N47061']"
U59403,N39010 N51048,N39010,"['N39010', 'N51048']"
U5522,N49279 N61022,N49279,"['N49279', 'N61022']"
U66689,N51048 N26025 N33501 N1940,N51048,"['N51048', 'N26025', 'N33501', 'N1940']"
U32323,N45270 N52622 N53585 N55689 N55204,N55689,"['N45270', 'N52622', 'N53585', 'N55689', 'N55204']"
U10392,N49712 N3031 N42457 N56214 N16148,N42457,"['N49712', 'N3031', 'N42457', 'N56214', 'N16148']"
U725,N61233 N33828,N61233,"['N61233', 'N33828']"
U15125,N4642 N13112,N13112,"['N4642', 'N13112']"
U82077,N64174 N8015 N40559 N40109 N50872,N40109,"['N64174', 'N8015', 'N40559', 'N40109', 'N50872']"
U42294,N50675 N33619 N49180,N33619,"['N50675', 'N33619', 'N49180']"
U8841,N52622 N55204 N53585 N55689,N53585,"['N52622', 'N55204', 'N53585', 'N55689']"
U77050,N17059 N39317 N20678 N19092 N45704,N19092,"['N17059', 'N39317', 'N20678', 'N19092', 'N45704']"
U17105,N61233 N61740,N61740,"['N61233', 'N61740']"
U33026,N55689 N53585,N53585,"['N55689', 'N53585']"
U8279,N49712 N56214 N51048 N3031 N42457,N42457,"['N49712', 'N56214', 'N51048', 'N3031', 'N42457']"
U23466,N47020 N65185,N65185,"['N47020', 'N65185']"
U20752,N57032 N19661 N1228 N35739,N19661,"['N57032', 'N19661', 'N1228', 'N35739']"
U67402,N61022 N64916 N1034 N57097,N61022,"['N61022', 'N64916', 'N1034', 'N57097']"
U38749,N27581 N35729 N55689 N42961,N35729,"['N27581', 'N35729', 'N55689', 'N42961']"
U65958,N50872 N62318 N19661 N34185 N38779,N19661,"['N50872', 'N62318', 'N19661', 'N34185', 'N38779']"
U90466,N49279 N61022 N44651,N49279,"['N49279', 'N61022', 'N44651']"
U89343,N27845 N51398 N52000 N41881,N41881,"['N27845', 'N51398', 'N52000', 'N41881']"
U36102,N50675 N31947 N33619 N64152 N16920,N16920,"['N50675', 'N31947', 'N33619', 'N64152', 'N16920']"
U81661,N63970 N58363 N40839 N42634,N63970,"['N63970', 'N58363', 'N40839', 'N42634']"
U57266,N50872 N6578,N6578,"['N50872', 'N6578']"
U61082,N40839 N63970,N63970,"['N40839', 'N63970']"
U20696,N40109 N38779,N40109,"['N40109', 'N38779']"
U46653,N27581 N35729,N35729,"['N27581', 'N35729']"
U48677,N49279 N61022,N49279,"['N49279', 'N61022']"
U49209,N7319 N52122,N7319,"['N7319', 'N52122']"
U65500,N55689 N45270 N21707 N43502 N55204,N55689,"['N55689', 'N45270', 'N21707', 'N43502', 'N55204']"
U11058,N35729 N55689,N55689,"['N35729', 'N55689']"
U11029,N44651 N49279 N61022,N49279,"['N44651', 'N49279', 'N61022']"
U61685,N49180 N33619 N7319 N41020,N33619,"['N49180', 'N33619', 'N7319', 'N41020']"
U80208,N35161 N56214 N23184 N21128 N8509,N23184,"['N35161', 'N56214', 'N23184', 'N21128', 'N8509']"
U81479,N55204 N55689 N45270 N21707 N2878,N45270,"['N55204', 'N55689', 'N45270', 'N21707', 'N2878']"
U10064,N52122 N7319 N62360 N63970,N63970,"['N52122', 'N7319', 'N62360', 'N63970']"
U38888,N55204 N55689 N52622 N53585,N53585,"['N55204', 'N55689', 'N52622', 'N53585']"
U420,N42457 N56214,N56214,"['N42457', 'N56214']"
U24649,N16920 N46526 N42597 N54489,N16920,"['N16920', 'N46526', 'N42597', 'N54489']"
U78913,N14184 N31978 N7319 N3123,N7319,"['N14184', 'N31978', 'N7319', 'N3123']"
U63716,N38662 N13930 N55204 N53585 N55689,N53585,"['N38662', 'N13930', 'N55204', 'N53585', 'N55689']"
U68432,N8015 N40109 N50872 N64174,N40109,"['N8015', 'N40109', 'N50872', 'N64174']"
U34478,N57097 N61022,N57097,"['N57097', 'N61022']"
U20186,N38869 N25165 N25160 N48302 N32641,N32641,"['N38869', 'N25165', 'N25160', 'N48302', 'N32641']"
U65118,N4642 N56214,N56214,"['N4642', 'N56214']"
U38884,N23429 N33619 N50675,N33619,"['N23429', 'N33619', 'N50675']"
U85924,N58363 N58656,N58363,"['N58363', 'N58656']"
U58343,N42457 N56214,N56214,"['N42457', 'N56214']"
U7195,N23414 N38662 N53585 N55204 N13930,N13930,"['N23414', 'N38662', 'N53585', 'N55204', 'N13930']"
U21553,N33619 N453 N23429 N16920 N50675,N33619,"['N33619', 'N453', 'N23429', 'N16920', 'N50675']"
U53584,N27845 N41881,N41881,"['N27845', 'N41881']"
U81866,N40539 N11363 N53084 N64094,N53084,"['N40539', 'N11363', 'N53084', 'N64094']"
U17253,N52000 N27845,N27845,"['N52000', 'N27845']"
U61041,N40559 N56214 N50872 N3167 N64174,N64174,"['N40559', 'N56214', 'N50872', 'N3167', 'N64174']"
U68668,N63970 N64851 N58363 N40839,N58363,"['N63970', 'N64851', 'N58363', 'N40839']"
U36091,N49279 N61022,N49279,"['N49279', 'N61022']"
U33445,N64851 N166,N64851,"['N64851', 'N166']"
U25357,N20678 N27560 N261 N17059,N20678,"['N20678', 'N27560', 'N261', 'N17059']"
U3728,N64851 N17059,N64851,"['N64851', 'N17059']"
U61210,N49180 N41020 N33619,N41020,"['N49180', 'N41020', 'N33619']"
U5609,N50675 N33619,N33619,"['N50675', 'N33619']"
U1028,N64252 N4642,N4642,"['N64252', 'N4642']"
U52041,N61022 N61185 N64513 N21882,N61022,"['N61022', 'N61185', 'N64513', 'N21882']"
U22910,N40839 N63970 N42634,N63970,"['N40839', 'N63970', 'N42634']"
U13624,N33848 N2823 N23429,N23429,"['N33848', 'N2823', 'N23429']"
U38035,N33828 N61233,N61233,"['N33828', 'N61233']"
U35406,N64851 N17059 N40380 N49200,N49200,"['N64851', 'N17059', 'N40380', 'N49200']"
U48046,N64252 N51048 N19592,N19592,"['N64252', 'N51048', 'N19592']"
U54106,N8191 N46029 N46526 N54489 N42597,N54489,"['N8191', 'N46029', 'N46526', 'N54489', 'N42597']"
U66026,N35729 N49685 N31273 N48759,N35729 N49685,"['N35729', 'N49685', 'N31273', 'N48759']"
U67716,N21882 N61185 N61022,N61022,"['N21882', 'N61185', 'N61022']"
U384,N49180 N646 N50675 N33619 N41020,N33619,"['N49180', 'N646', 'N50675', 'N33619', 'N41020']"
U13698,N27845 N41881,N41881,"['N27845', 'N41881']"
U66442,N23446 N38779,N38779,"['N23446', 'N38779']"
U46125,N55689 N55204 N53585,N53585,"['N55689', 'N55204', 'N53585']"
U74184,N57651 N36681 N49685,N49685,"['N57651', 'N36681', 'N49685']"
U7545,N63970 N20069 N62360 N7319,N63970,"['N63970', 'N20069', 'N62360', 'N7319']"
U2467,N23326 N7821 N12029,N7821,"['N23326', 'N7821', 'N12029']"
U27762,N7319 N33619,N7319,"['N7319', 'N33619']"
U63764,N55689 N35729 N7809 N59981,N55689,"['N55689', 'N35729', 'N7809', 'N59981']"
U52871,N39331 N962 N55083,N962,"['N39331', 'N962', 'N55083']"
U72553,N42597 N46526 N54489 N46029 N8191,N54489,"['N42597', 'N46526', 'N54489', 'N46029', 'N8191']"
U73856,N23414 N55204 N13930 N53585 N55689,N23414 N53585,"['N23414', 'N55204', 'N13930', 'N53585', 'N55689']"
U51330,N54489 N46029 N53585 N46526 N23414,N53585,"['N54489', 'N46029', 'N53585', 'N46526', 'N23414']"
U24076,N287 N39010,N287,"['N287', 'N39010']"
U6645,N55689 N6693,N55689,"['N55689', 'N6693']"
U44821,N50872 N6578,N6578,"['N50872', 'N6578']"
U93660,N27581 N35729,N35729,"['N27581', 'N35729']"
U26526,N63970 N40839,N63970,"['N63970', 'N40839']"
U39438,N49279 N61022,N49279,"['N49279', 'N61022']"
U70442,N35729 N42961,N35729,"['N35729', 'N42961']"
U80286,N49279 N61022,N49279,"['N49279', 'N61022']"
U69376,N20079 N50675 N33619 N453,N33619,"['N20079', 'N50675', 'N33619', 'N453']"
U10105,N35729 N55689,N55689,"['N35729', 'N55689']"
U60278,N61233 N14478,N14478,"['N61233', 'N14478']"
U8282,N13579 N47061 N42977 N45266,N47061,"['N13579', 'N47061', 'N42977', 'N45266']"
U24925,N4642 N56214 N48705,N56214,"['N4642', 'N56214', 'N48705']"
U72542,N61233 N56211 N41934 N52867,N41934,"['N61233', 'N56211', 'N41934', 'N52867']"
U79597,N33619 N453 N20079 N50675,N33619,"['N33619', 'N453', 'N20079', 'N50675']"
U74910,N55204 N55689 N52622 N53585,N53585,"['N55204', 'N55689', 'N52622', 'N53585']"
U45259,N35729 N55689 N52622,N55689,"['N35729', 'N55689', 'N52622']"
U36750,N55689 N53585 N13930,N53585,"['N55689', 'N53585', 'N13930']"
U7866,N35729 N55689,N55689,"['N35729', 'N55689']"
U15589,N2235 N60750 N46917 N50055,N60750,"['N2235', 'N60750', 'N46917', 'N50055']"
U71245,N55689 N42961 N35729 N27581,N55689,"['N55689', 'N42961', 'N35729', 'N27581']"
U20398,N20134 N48046,N20134,"['N20134', 'N48046']"
U46921,N4642 N56214 N14029 N51048 N64252,N4642,"['N4642', 'N56214', 'N14029', 'N51048', 'N64252']"
U77386,N48064 N49712 N51048 N56214 N42457,N42457,"['N48064', 'N49712', 'N51048', 'N56214', 'N42457']"
U33597,N1034 N23548 N47020,N1034,"['N1034', 'N23548', 'N47020']"
U52118,N45266 N287 N47061 N51048,N47061,"['N45266', 'N287', 'N47061', 'N51048']"
U82699,N23414 N55689,N23414,"['N23414', 'N55689']"
U93467,N23414 N53585 N55204 N13930 N55689,N23414,"['N23414', 'N53585', 'N55204', 'N13930', 'N55689']"
U23890,N59142 N15817 N12446,N15817,"['N59142', 'N15817', 'N12446']"
U28925,N35729 N55689,N55689,"['N35729', 'N55689']"
U59310,N45270 N43502 N55689 N21707 N55204,N43502,"['N45270', 'N43502', 'N55689', 'N21707', 'N55204']"
U1648,N6578 N16118 N23446 N38779,N38779,"['N6578', 'N16118', 'N23446', 'N38779']"
U58124,N3243 N50872,N3243,"['N3243', 'N50872']"
U57282,N40109 N38779,N40109,"['N40109', 'N38779']"
U90964,N55689 N53585,N53585,"['N55689', 'N53585']"
U92476,N8509 N36221 N51048 N56214,N36221,"['N8509', 'N36221', 'N51048', 'N56214']"
U3793,N57097 N61022,N57097,"['N57097', 'N61022']"
U36252,N59390 N61022 N49279 N44651,N49279,"['N59390', 'N61022', 'N49279', 'N44651']"
U64733,N33619 N6099,N33619,"['N33619', 'N6099']"
U37389,N55689 N35729 N42961 N27581,N35729,"['N55689', 'N35729', 'N42961', 'N27581']"
U84372,N49685 N56193,N56193,"['N49685', 'N56193']"
U91986,N27845 N41881,N41881,"['N27845', 'N41881']"
U84270,N59981 N35729 N55689 N7809,N55689,"['N59981', 'N35729', 'N55689', 'N7809']"
U85482,N56214 N50872 N2021 N3167 N64174,N64174,"['N56214', 'N50872', 'N2021', 'N3167', 'N64174']"
U26527,N26944 N48613,N48613,"['N26944', 'N48613']"
U90998,N47061 N45266,N47061,"['N47061', 'N45266']"
U54999,N23446 N40109 N6477 N38779 N23877,N38779,"['N23446', 'N40109', 'N6477', 'N38779', 'N23877']"
U36357,N7821 N33677 N20495 N33885,N20495,"['N7821', 'N33677', 'N20495', 'N33885']"
U66681,N35729 N27581 N42961 N55689,N55689,"['N35729', 'N27581', 'N42961', 'N55689']"
U55651,N61022 N1034 N57097 N64916,N61022,"['N61022', 'N1034', 'N57097', 'N64916']"
U7456,N52122 N62360 N41020 N7319,N52122,"['N52122', 'N62360', 'N41020', 'N7319']"
U65730,N35729 N55689 N21707 N59981,N55689,"['N35729', 'N55689', 'N21707', 'N59981']"
U38946,N62318 N50872 N34185 N19661 N5695,N34185,"['N62318', 'N50872', 'N34185', 'N19661', 'N5695']"
U47504,N55689 N6693,N55689,"['N55689', 'N6693']"
U14649,N27845 N41881,N41881,"['N27845', 'N41881']"
U59028,N4642 N35273,N35273,"['N4642', 'N35273']"
U93144,N45270 N55204 N55689,N45270,"['N45270', 'N55204', 'N55689']"
U77381,N63970 N40839,N63970,"['N63970', 'N40839']"
U22115,N41881 N27845,N27845,"['N41881', 'N27845']"
U20839,N21707 N52622 N59981 N55204,N52622,"['N21707', 'N52622', 'N59981', 'N55204']"
U57475,N13112 N53848 N51048,N53848,"['N13112', 'N53848', 'N51048']"
U16898,N27581 N6693 N55689,N55689,"['N27581', 'N6693', 'N55689']"
U66283,N44651 N49279 N36681,N49279,"['N44651', 'N49279', 'N36681']"
U82130,N52433 N27845 N41881 N60374 N59030,N41881,"['N52433', 'N27845', 'N41881', 'N60374', 'N59030']"
U68867,N41881 N27845,N41881,"['N41881', 'N27845']"
U71671,N47061 N287,N287,"['N47061', 'N287']"
U87782,N42457 N51048 N14029 N56214 N64252,N42457,"['N42457', 'N51048', 'N14029', 'N56214', 'N64252']"
U78748,N56214 N4642,N56214,"['N56214', 'N4642']"
U52732,N13930 N55689 N23414,N55689,"['N13930', 'N55689', 'N23414']"
U15280,N61022 N44651 N49279,N49279,"['N61022', 'N44651', 'N49279']"
U415,N27845 N41881,N41881,"['N27845', 'N41881']"
U30952,N50872 N49712 N40109 N23877,N50872,"['N50872', 'N49712', 'N40109', 'N23877']"
U14455,N38662 N53585 N13930 N55204 N55689,N55689,"['N38662', 'N53585', 'N13930', 'N55204', 'N55689']"
U9908,N46526 N42597 N16920 N54489,N54489,"['N46526', 'N42597', 'N16920', 'N54489']"
U32924,N45266 N47061,N47061,"['N45266', 'N47061']"
U7380,N20495 N7821,N20495,"['N20495', 'N7821']"
U4140,N33619 N31978,N33619,"['N33619', 'N31978']"
U84438,N62360 N41020 N52122 N7319,N52122,"['N62360', 'N41020', 'N52122', 'N7319']"
U68968,N8242 N29952 N48683 N54348 N6578,N8242,"['N8242', 'N29952', 'N48683', 'N54348', 'N6578']"
U78980,N24111 N58363 N63970 N7319,N63970,"['N24111', 'N58363', 'N63970', 'N7319']"
U65247,N23429 N16920 N50675 N33619 N36789,N33619,"['N23429', 'N16920', 'N50675', 'N33619', 'N36789']"
U57358,N55689 N6693,N55689,"['N55689', 'N6693']"
U13780,N20079 N50675 N33619 N47578,N20079,"['N20079', 'N50675', 'N33619', 'N47578']"
U211,N35729 N62729 N12042 N49685,N62729,"['N35729', 'N62729', 'N12042', 'N49685']"
U50926,N61233 N14478,N61233,"['N61233', 'N14478']"
U16319,N64851 N40839 N58363 N63970,N58363,"['N64851', 'N40839', 'N58363', 'N63970']"
U28720,N63970 N58363 N27560 N40839,N63970,"['N63970', 'N58363', 'N27560', 'N40839']"
U9984,N56214 N4642 N39774 N13112,N4642,"['N56214', 'N4642', 'N39774', 'N13112']"
U27408,N50675 N20079 N33619,N33619,"['N50675', 'N20079', 'N33619']"
U72214,N33619 N50675 N20079 N47578,N33619,"['N33619', 'N50675', 'N20079', 'N47578']"
U7735,N41881 N47020 N51398,N41881,"['N41881', 'N47020', 'N51398']"
U16674,N64174 N50872 N8015 N9623 N23877,N23877,"['N64174', 'N50872', 'N8015', 'N9623', 'N23877']"
U50762,N62762 N25546,N25546,"['N62762', 'N25546']"
U80961,N56214 N42457,N56214,"['N56214', 'N42457']"
U93179,N41224 N50060 N49685 N36681 N26952,N49685,"['N41224', 'N50060', 'N49685', 'N36681', 'N26952']"
U51970,N35729 N59981 N53585 N21707,N53585,"['N35729', 'N59981', 'N53585', 'N21707']"
U38261,N50675 N33619,N33619,"['N50675', 'N33619']"
U44687,N52122 N7319,N7319,"['N52122', 'N7319']"
U74646,N52122 N7319,N7319,"['N52122', 'N7319']"
U83507,N55689 N46878,N55689,"['N55689', 'N46878']"
U14716,N49279 N61022,N61022,"['N49279', 'N61022']"
U63733,N55689 N35729,N55689,"['N55689', 'N35729']"
U72666,N6693 N55689,N55689,"['N6693', 'N55689']"
U93729,N35729 N59981,N35729,"['N35729', 'N59981']"
U26469,N20678 N261,N20678,"['N20678', 'N261']"
U6708,N39010 N287,N39010,"['N39010', 'N287']"
U11526,N24272 N25764 N41178 N39115,N41178,"['N24272', 'N25764', 'N41178', 'N39115']"
U61483,N27581 N6693 N35729 N55689,N55689,"['N27581', 'N6693', 'N35729', 'N55689']"
U6031,N21128 N4642,N4642,"['N21128', 'N4642']"
U21527,N41881 N47020 N51398,N41881,"['N41881', 'N47020', 'N51398']"
U10503,N64252 N4642 N51048 N56214,N56214,"['N64252', 'N4642', 'N51048', 'N56214']"
U70507,N33885 N7821 N33677 N20495,N20495,"['N33885', 'N7821', 'N33677', 'N20495']"
U84301,N51048 N23184,N23184,"['N51048', 'N23184']"
U46353,N61233 N61740,N61233,"['N61233', 'N61740']"
U49352,N20495 N33885 N7821 N33677,N20495,"['N20495', 'N33885', 'N7821', 'N33677']"
U66034,N30135 N59461 N32806 N3102,N59461,"['N30135', 'N59461', 'N32806', 'N3102']"
U64210,N35729 N27581 N6693 N55689,N55689,"['N35729', 'N27581', 'N6693', 'N55689']"
U64104,N47061 N287 N51048 N45266,N47061,"['N47061', 'N287', 'N51048', 'N45266']"
U82888,N52000 N41881 N27845 N51398,N41881,"['N52000', 'N41881', 'N27845', 'N51398']"
U14244,N6693 N35729,N6693,"['N6693', 'N35729']"
U70434,N56214 N4642,N56214,"['N56214', 'N4642']"
U43769,N61768 N61022,N61768,"['N61768', 'N61022']"
U10185,N7319 N52122,N7319,"['N7319', 'N52122']"
U13564,N49279 N61022 N44651,N49279,"['N49279', 'N61022', 'N44651']"
U37204,N55689 N35729,N55689,"['N55689', 'N35729']"
U798,N56214 N4642,N56214,"['N56214', 'N4642']"
U16230,N6578 N58660,N58660,"['N6578', 'N58660']"
U27198,N7319 N63970 N20069 N62360,N63970,"['N7319', 'N63970', 'N20069', 'N62360']"
U71093,N14478 N33828 N19661 N61233 N41934,N61233,"['N14478', 'N33828', 'N19661', 'N61233', 'N41934']"
U36818,N49685 N36681 N26952,N26952,"['N49685', 'N36681', 'N26952']"
U74889,N36752 N47020 N1034,N1034,"['N36752', 'N47020', 'N1034']"
U13903,N55689 N53585,N53585,"['N55689', 'N53585']"
U42317,N4642 N11551,N4642,"['N4642', 'N11551']"
U139,N2350 N46526 N42597 N54489 N46029,N54489,"['N2350', 'N46526', 'N42597', 'N54489', 'N46029']"
U77218,N4642 N19592,N4642,"['N4642', 'N19592']"
U93931,N40839 N63970,N63970,"['N40839', 'N63970']"
U90525,N51048 N4642 N56214 N36221,N51048,"['N51048', 'N4642', 'N56214', 'N36221']"
U20305,N49685 N35729,N35729,"['N49685', 'N35729']"
U16687,N56214 N12831,N56214,"['N56214', 'N12831']"
U48050,N33619 N41020 N49180 N7319,N33619,"['N33619', 'N41020', 'N49180', 'N7319']"
U75746,N1228 N33828 N41934 N61233 N19661,N61233,"['N1228', 'N33828', 'N41934', 'N61233', 'N19661']"
U37576,N15761 N55689 N53585 N6099,N55689,"['N15761', 'N55689', 'N53585', 'N6099']"
U33474,N59267 N50872 N1228 N57032 N19661,N59267,"['N59267', 'N50872', 'N1228', 'N57032', 'N19661']"
U46094,N35729 N55689,N55689,"['N35729', 'N55689']"
U57352,N55689 N6693,N55689,"['N55689', 'N6693']"
U31764,N40839 N58363 N63970 N6975,N58363,"['N40839', 'N58363', 'N63970', 'N6975']"
U65230,N59981 N35729 N7809 N55689,N55689,"['N59981', 'N35729', 'N7809', 'N55689']"
U75658,N51048 N56214 N64252 N14029 N42457,N42457,"['N51048', 'N56214', 'N64252', 'N14029', 'N42457']"
U69171,N52122 N62360 N7319 N41020,N7319,"['N52122', 'N62360', 'N7319', 'N41020']"
U64015,N51048 N39079 N56214 N64252 N14029,N56214,"['N51048', 'N39079', 'N56214', 'N64252', 'N14029']"
U27308,N53585 N13930 N55689 N55204 N38662,N13930,"['N53585', 'N13930', 'N55689', 'N55204', 'N38662']"
U88412,N40839 N63970,N63970,"['N40839', 'N63970']"
U86927,N21707 N55204 N52622 N59981 N43502,N43502,"['N21707', 'N55204', 'N52622', 'N59981', 'N43502']"
U59743,N55689 N35729,N55689,"['N55689', 'N35729']"
U88273,N7319 N63970 N20069 N62360,N7319,"['N7319', 'N63970', 'N20069', 'N62360']"
U40332,N56214 N4642,N4642,"['N56214', 'N4642']"
U29115,N57097 N61022,N57097,"['N57097', 'N61022']"
U62761,N58363 N63970,N58363,"['N58363', 'N63970']"
U60310,N6693 N55689,N55689,"['N6693', 'N55689']"
U20262,N6890 N20495,N20495,"['N6890', 'N20495']"
U76167,N27581 N57090 N35729 N6693,N35729,"['N27581', 'N57090', 'N35729', 'N6693']"
U22653,N55689 N35729,N55689,"['N55689', 'N35729']"
U17960,N35729 N56193,N56193,"['N35729', 'N56193']"
U47876,N27581 N35729 N33632 N57090,N35729,"['N27581', 'N35729', 'N33632', 'N57090']"
U16576,N27581 N55689 N35729 N42961,N55689,"['N27581', 'N55689', 'N35729', 'N42961']"
U15872,N3930 N24272 N5442 N23760,N3930,"['N3930', 'N24272', 'N5442', 'N23760']"
U40452,N287 N47061,N287,"['N287', 'N47061']"
U89379,N49279 N61022 N44651,N49279,"['N49279', 'N61022', 'N44651']"
U17127,N21479 N55204 N2 N2350,N21479,"['N21479', 'N55204', 'N2', 'N2350']"
U32663,N35729 N55689,N55689,"['N35729', 'N55689']"
U47389,N64916 N57097 N1034 N61022,N57097,"['N64916', 'N57097', 'N1034', 'N61022']"
U88412,N55689 N35729,N55689,"['N55689', 'N35729']"
